Сайт,gen. 1000,gen. 1500,gen. 2000
774,2.5988725741405347,2.3642864211141523,2.675864738975586
2760,2.426570140798005,2.5094731233027603,2.5094731233027603
4780,2.6959683430152217,2.319666700783637,1.946407073175185
5851,2.675864738975586,1.957184433170789,2.334351683759093
6595,2.675864738975586,2.221694527024877,2.118764086869446
8996,2.6959683430152217,2.3051631833177435,2.395010332021435
11366,2.395010332021435,2.0125046007336804,2.3642864211141523
11439,2.580419823371573,2.276681371990796,2.4590168187346793
12714,2.6367093016028993,2.1951244238014955,2.334351683759093
12879,2.617632034751981,2.2352045947108334,2.0943431470022573
16731,-0.7393592544056798,-1.2479199542838797,-1.1073881823491805
16746,-0.6924483382162667,-1.0735613424923534,-0.9425920009090062
16749,-2.7051211720137247,0.355224380648941,0.3379661334312343
16749,0.02590663964524101,0.355224380648941,0.3379661334312343
16750,-1.002590799492796,-1.3057547293264813,-2.778571302430895
16750,-2.793831784756314,-1.3057547293264813,-1.2324234562409315
16750,-1.002590799492796,-1.3057547293264813,-1.2324234562409315
16750,-2.793831784756314,-1.3057547293264813,-2.778571302430895
16751,-2.733951582100381,-2.906690996505261,-2.778571302430895
16751,-2.733951582100381,-1.1615464658605605,-2.778571302430895
16783,-1.171532967326938,-1.3272032727339647,-1.5441657527714794
16788,-1.1269358030837289,-1.3272032727339647,-1.6899747288209093
16801,-1.9977357289962439,-1.7099980901843232,-2.5579702025987565
17281,2.4924061151885186,1.3998973890917157,1.946407073175185
17436,2.5988725741405347,2.070400516303509,2.3642864211141523
19803,-2.6909662533075402,-1.3874327603407486,-2.8569641368607885
19803,-1.737099285422466,-1.3874327603407486,-2.8569641368607885
19806,-2.4267894820504234,-1.6059840178303508,-1.737099285422466
19806,-2.047576205913675,-1.6059840178303508,-1.737099285422466
19806,-2.4267894820504234,-1.6059840178303508,-2.663154624446657
19806,-2.047576205913675,-1.6059840178303508,-2.663154624446657
19807,-1.4728088139896474,-1.5140785233663498,-1.3763403308076974
19808,-1.9815101671745574,-1.4611915829644837,-1.7032953826769535
19810,-1.9895995172241128,-2.1901367927468076,-1.7099980901843232
20555,-1.3110951959577988,-1.593436801778262,-1.4554110195659
20556,-1.3326019793626693,-2.209076573483022,-1.432471471764391
20560,-1.1367713836147542,-1.5081232180657267,-1.2375763006699434
20563,-0.9062956452785286,-1.4154536465829057,-1.068767193666337
20565,-1.7032953826769535,-1.2375763006699434,-2.5454456162544967
20565,-1.7032953826769535,-1.2375763006699434,-2.5454456162544967
20568,-1.8954389280047916,-0.9243871727973776,-2.180767989560232
20568,-2.484685397620252,-0.9243871727973776,-1.242741761497747
20568,-2.484685397620252,-1.7302797442700446,-1.242741761497747
20568,-1.8954389280047916,-1.7302797442700446,-1.242741761497747
20568,-1.8954389280047916,-0.9243871727973776,-1.242741761497747
20568,-2.484685397620252,-0.9243871727973776,-2.180767989560232
20568,-2.484685397620252,-1.7302797442700446,-2.180767989560232
20568,-1.8954389280047916,-1.7302797442700446,-2.180767989560232
20590,1.893854104583293,0.5558358344049139,1.135961987711107
20600,2.08231336089388,0.7976510927920831,1.6332913245969314
24133,2.4106826688511136,2.0469156114410136,2.4755899524595475
26534,2.2352045947108334,1.8533147229388673,2.6561160818292313
26663,2.7164407252272316,2.319666700783637,2.290836290696982
27896,2.4924061151885186,2.276681371990796,2.5622632550212874
28538,2.5622632550212874,2.5094731233027603,2.6561160818292313
34697,-1.941743496046478,1.990082136677848,-2.08183228921716
34697,1.3784848230820101,1.990082136677848,-2.08183228921716
34697,-1.941743496046478,1.990082136677848,1.6675474079004167
34697,1.3784848230820101,1.990082136677848,1.6675474079004167
34699,-1.8878635933119188,1.7387677083969417,1.2493785983973986
34699,-1.8878635933119188,1.7387677083969417,-1.7577398530695385
34699,1.3784848230820101,1.7387677083969417,-1.7577398530695385
34699,1.3784848230820101,1.7387677083969417,1.2493785983973986
34702,-1.9654694013713143,2.3642864211141523,-2.047576205913675
34702,-1.9654694013713143,2.3642864211141523,1.4216197446021313
34702,1.3998973890917157,2.3642864211141523,-2.047576205913675
34702,1.3998973890917157,2.3642864211141523,1.4216197446021313
34715,-1.7716555411842838,1.990082136677848,-1.821388054660575
34715,-1.7716555411842838,1.990082136677848,1.2493785983973986
34715,1.1543367513417946,1.990082136677848,-1.821388054660575
34715,1.1543367513417946,1.990082136677848,1.2493785983973986
34719,-1.9815101671745574,2.3642864211141523,-2.143940909362429
34719,1.3784848230820101,2.3642864211141523,1.6762473514156078
34719,1.3784848230820101,2.3642864211141523,-2.143940909362429
